,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,3.7724272965220806,0.2513529583440723,1.705718953833593,-0.4887636085125513,0.4618967349502082,0.5597196797834783,0.32211721677995125,0.209614905898059,0.0006046286904993428,0.0608513123887826,-0.10540910412844269,0.1837929472545869,0.08424246972613167,0.3804038503574267,-0.03270481085480653,-0.06471624135394308,-0.07788158523915176,-0.11379039914260884,0.02685953819830142,0.2872713132450215,0.17464165638754534,0.07577546555746967,-0.0563540593181584,0.13863428952771747,-0.15613843405104602,-0.019762988115982275,0.140980597492611,-0.13201866220169645,-0.21929908791627625
1,-1.8132747193982526,-0.653218548851379,1.1674320234935769,-0.055502898187133366,0.26514101919737876,0.634452527316241,0.3503110300520931,0.6168190017012182,0.0978139269927953,0.06857059412083692,0.05180715756225752,0.19155577147526998,0.014999494880982667,0.3546819511210711,-0.04891262828148449,-0.05417646550233622,-0.10147498806482821,-0.04178058033411999,-0.04496265485498643,0.050779750228716884,0.24482612396187584,-0.070536705119587,0.04053455095448212,0.15924926272214435,-0.15577164581289138,-0.003341286073626185,0.08999405708370216,-0.18694503588437,-0.040483812705715966
2,-1.8230517483690367,0.8603619061894044,1.0344103463619228,-0.30571604152561627,0.4052104913337333,0.20187686707929076,0.6568634684478277,0.2642510942495555,-0.06539556296163597,0.15760486152385597,-0.006591340658202487,0.44169164952903484,0.0808504593559612,0.2250721304859687,-0.09021153123149332,0.03197399138478916,-0.05908809442289478,0.1443044230672169,-0.013639297995136978,-0.03558512063633551,0.04880546418933978,-0.08806475196041147,0.06770226876031518,0.16681542136589617,-0.13982273499917888,0.10489832931181521,0.003849721612461834,-0.13306781307822427,-0.11703191284194804
3,-1.8136323673192776,-0.5147848998322392,1.0625017879628966,-0.08043198080588138,0.6533107715848202,0.29885751526695814,0.5233497734599738,0.07837013769089109,-0.003264626516557994,0.04924746029759785,-0.007741373085113344,0.26823000343527886,0.28473414972180994,0.3517397466163344,-0.053887476673196,-0.011370612641441031,-0.0018794415359470044,-0.10343256626974996,0.15105677509033522,-0.03745036889136978,0.12153549906174221,-0.02328235408247586,-0.014558144884550732,0.12905199518663205,-0.12024789176527866,0.017061945059520786,0.0943112348097106,-0.17032620166564325,0.015037254961691506
4,-1.8640317456281925,0.5890530164914538,0.9229348606262286,-0.45807727915534546,0.5537940488982006,0.23007206368680688,0.3626491578367905,0.30587169043206264,-0.03525626373568522,0.09011463870429515,0.02254325632952226,0.2470677795241399,0.11000985455243235,0.294510653757039,-0.06177633323454054,-0.002074099333848447,-0.0719076875423175,-0.034598070277784575,-0.0731868363955094,-0.08540415069453931,0.23461746849755707,-0.06120521940959668,0.04181766651923861,0.1653214007436369,-0.3229105773918896,-0.052402310627860056,0.046429409555657,-0.24565425898587345,-0.2613021114946575
5,-1.974019336644727,-0.19555678787320044,0.8452361317634101,-0.5307615847306921,-0.01589698182208942,0.3868693159856647,0.24987961064641567,0.2262921219020758,0.02856263113553313,-0.065459568502583,0.20394561813031276,0.17178601627052573,0.02855345568952202,0.23828975179046882,-0.023212854552379914,0.08165131391311053,-0.06835283970714852,-0.016381758895211974,-0.008340668007546749,0.06585635658045841,0.16482950045842715,-0.09938987544819358,-0.0608606502235462,0.08070867432109374,-0.1257743223105119,-0.05379582300483113,0.029911294138408064,-0.11396214985533257,0.017131178992150956
6,-1.2963463267081983,-0.7662291148202575,0.9106812566900153,0.22085984128184674,0.5328457343046635,0.4582405634068847,0.4663941920251772,0.1428848117902508,0.1086159893663586,0.03689772823423297,0.1253935560475681,0.05351799415441608,-0.1213675793857594,0.33304669053325964,-0.11074525204318218,-0.0964254507119116,-0.06684041418199407,-0.04277048070085432,0.12778322902675646,0.09530198802248983,0.16476786545799546,0.038147804080020754,0.018228581250609926,-0.009289154294147213,-0.05028629465820501,0.00433021190313951,-0.045208809433389674,-0.07268669833481725,0.10357154526824204
7,-1.9521853707793857,0.37842570328943864,0.8270143274013051,-0.3675287434089873,0.3107720892494081,0.07322616721026423,0.18960807537446248,0.28010404821546736,-0.1127715915292043,0.08807287915419196,0.0668850659655645,0.11926375254641906,0.01861514890024228,0.09956572551864039,-0.06753536597423657,-0.15133375978920843,-0.26356122118994735,0.10032517498998875,-0.05310437863871249,-0.16355539232163935,0.10070497668309537,-0.04480081991842267,0.08105347032695492,0.10752667060606894,0.0063878355183811224,0.07973215425342442,-0.025575289176216154,-0.07324387256058815,-0.11131688601768101
8,-1.6660986058292464,-0.6958686739803182,0.7824858307864866,-0.2839421918974016,0.16321346514786803,0.2901140185609522,0.22643949645311237,0.24615135610750058,0.06231216591604833,0.009102046782503355,0.03305365894513628,0.11131049713123695,-0.005637453216148199,0.2580237689723226,-0.04369325236543893,0.09375428250590387,0.05279886284038748,0.04105034408377603,0.0640543466485844,0.16198268155041978,0.05010923016827873,0.011716310332360171,0.05512117187997124,-0.005388761661556368,-0.01874334003617648,-0.015051502214016889,0.05563723479814704,0.007319286183331618,-0.09263675720294254
9,-1.7437577181874881,0.4698920622410139,0.8098765212378236,-0.16687821597272118,0.2929966930544245,-0.12758207927435072,0.5633586150888317,0.059931063474526196,-0.12773476230847647,-0.0446939440117722,0.049128191565020865,-0.08617673169383153,-0.021742979884770582,0.015042714220627496,0.037642465686075606,-0.21243630046824694,-0.04371088777997043,0.006806601183180044,0.01560105452915269,0.0033784067027472237,-0.10927781490033374,0.02173586735403181,-0.03274913285323657,-0.1770417864779667,0.08619821064177625,0.015419790850622894,-0.049558191144234535,0.1793692488898477,0.043834154216051295
